hhold_ID,est_net_worth,est_inc,domestic,number_visits,number_children,oldest_child_age,dis_plus_sub,online_merch_avg,est_annual_travel,est_annual_leisure,est_hhold_FICO
812,198395,141290,1,0,4,14.0,1,1866.0,3118.0,3608.0,716
813,6953699,1949840,1,1,2,14.0,1,1793.0,4747.0,4367.0,739
814,3412,5010,0,1,2,12.0,0,746.0,356.0,478.0,774
815,6689,7530,1,1,2,12.0,0,769.0,1031.0,1891.0,728
816,35675,28050,1,5,2,12.0,0,780.0,1363.0,1116.0,742
817,56002,41750,0,3,2,10.0,0,821.0,2708.0,1903.0,759
818,71234,53390,1,0,2,12.0,1,770.0,2784.0,16942.0,734
819,521905,367060,1,1,2,12.0,1,1806.0,7670.0,2528.0,738
820,177262,127165,1,1,2,9.0,0,1781.0,2696.0,2509.0,747
821,297397,211220,1,3,3,15.0,1,1887.0,7021.0,5389.0,718
822,110114,76305,0,1,2,15.0,1,735.0,1215.0,3539.0,770
823,34122,26315,1,1,3,13.0,0,796.0,1437.0,2047.0,738
824,4690,7070,0,7,3,12.0,1,1102.0,1215.0,2215.0,723
825,615491,434220,1,1,3,11.0,1,1809.0,7393.0,9086.0,775
826,66694,49320,1,1,2,13.0,0,771.0,2644.0,3157.0,787
827,685168,2479290,1,3,2,11.0,1,1710.0,471.0,431.0,720
828,40119,30910,1,2,2,11.0,0,772.0,1016.0,24504.0,728
829,2361,4655,1,1,4,13.0,1,745.0,684.0,4377.0,738
830,70202,52250,1,18,5,10.0,1,898.0,7046.0,4224.0,724
831,221678,161650,0,1,2,11.0,1,1820.0,48395.0,3414.0,741
832,86840,67200,0,6,2,12.0,1,839.0,3876.0,2862.0,746
833,5135601,3595155,1,1,3,11.0,1,1777.0,23176.0,67971.0,760
834,77769,58375,1,1,2,14.0,0,742.0,2627.0,1990.0,749
835,221128,157420,0,2,3,10.0,1,1882.0,3662.0,3603.0,745
836,1841855,1291245,1,4,2,11.0,1,1836.0,23433.0,24660.0,762
837,30583,21880,1,24,3,12.0,1,851.0,2077.0,433.0,712
838,69063,51295,1,0,3,12.0,1,792.0,2268.0,2201.0,723
839,26866,22005,1,1,2,12.0,0,773.0,11445.0,1130.0,703
840,459158,319715,1,3,1,14.0,1,1797.0,6598.0,6179.0,708
841,1386807,974630,1,1,2,11.0,1,1662.0,17559.0,18796.0,759
842,293273,208255,1,0,3,10.0,1,1728.0,48395.0,4753.0,730
843,27464,22030,1,2,2,13.0,0,789.0,17538.0,1705.0,778
844,6477,7950,1,1,3,16.0,0,785.0,1215.0,1379.0,788
845,310620,220545,1,3,2,14.0,1,1749.0,5062.0,2479.0,760
846,23401,15465,1,5,3,13.0,1,872.0,4605.0,2260.0,710
847,4599970,3218845,1,7,0,,1,1696.0,47666.0,61059.0,782
848,282360,200180,1,6,4,13.0,1,2392.0,7446.0,66074.0,723
849,134038,96755,1,1,4,12.0,1,791.0,22944.0,4033.0,741
850,655605,461205,0,3,4,13.0,1,1978.0,12253.0,9449.0,753
851,14712,15710,1,2,2,11.0,0,817.0,1215.0,1419.0,727
852,112230,81640,1,1,0,,1,805.0,3089.0,3108.0,741
853,183020,123460,1,2,4,11.0,1,1735.0,48395.0,2260.0,768
854,135751,97785,1,2,2,14.0,1,799.0,6191.0,3406.0,760
855,1638615,1150135,0,6,1,14.0,1,1669.0,21518.0,23679.0,724
856,1666982,1166855,1,2,4,10.0,1,1857.0,22103.0,22061.0,727
857,47409,36070,1,2,4,13.0,0,812.0,751.0,957.0,732
858,445735,314815,1,1,2,13.0,1,1921.0,6848.0,6818.0,746
859,488809,342705,1,1,3,12.0,1,1857.0,18856.0,7054.0,730
860,143771,103255,0,3,4,12.0,0,851.0,5524.0,2102.0,764
861,2380027,1668065,0,1,2,11.0,1,1777.0,26054.0,31176.0,717
862,616678,437405,1,0,1,14.0,1,1747.0,9202.0,8692.0,793
863,249748,177625,1,2,3,14.0,0,1894.0,3876.0,3888.0,675
864,19431,17150,1,1,4,14.0,0,795.0,757.0,1891.0,755
865,35768,28040,1,1,4,13.0,0,781.0,2498.0,20887.0,752
866,6511224,4555265,0,2,1,12.0,1,1788.0,30782.0,27780.0,765
867,1044405,733100,1,6,2,15.0,0,1772.0,14157.0,14310.0,764
868,6204,5715,1,4,5,8.0,1,926.0,4339.0,2605.0,754
869,488131,343545,1,7,3,13.0,1,2431.0,9006.0,8042.0,815
870,272781,194345,1,1,3,12.0,1,1802.0,532.0,3348.0,740
871,85197,63155,1,20,2,12.0,0,791.0,2291.0,2627.0,722
872,127037,93245,1,0,2,11.0,0,767.0,2049.0,3184.0,720
873,1035321,727295,0,1,2,13.0,1,1783.0,12080.0,14269.0,761
874,496792,349990,1,1,1,9.0,1,1797.0,7612.0,6506.0,751
875,1182105,829785,1,4,1,13.0,0,1838.0,15393.0,16275.0,744
876,275036,195795,1,2,4,12.0,1,1834.0,4750.0,3315.0,781
877,20843,12050,1,2,1,12.0,1,785.0,1445.0,2209.0,768
878,719275,505530,1,2,2,12.0,1,1721.0,10622.0,1968.0,788
879,401257,313055,1,1,1,8.0,0,1703.0,8147.0,6124.0,762
880,7038,35725,1,2,3,6.0,1,772.0,855.0,1144.0,781
881,71152,52735,1,4,3,12.0,1,1124.0,3897.0,3758.0,770
882,25542,20705,1,1,3,10.0,1,766.0,347.0,2005.0,728
883,101363,72775,0,1,3,14.0,0,802.0,1935.0,1891.0,712
884,2096,4245,1,1,3,11.0,1,789.0,1438.0,1891.0,729
885,1464213,1029845,1,4,4,9.0,1,1988.0,20844.0,20481.0,767
886,294400,209440,0,1,0,,0,1760.0,5230.0,4480.0,762
887,80506,58715,1,1,4,12.0,1,773.0,1759.0,2697.0,758
888,735153,516825,1,1,2,11.0,1,1770.0,9828.0,9946.0,738
889,520501,366215,1,3,2,10.0,1,1806.0,9237.0,7900.0,788
890,4192,5990,1,1,1,12.0,1,775.0,1762.0,1735.0,740
891,59983,45170,1,1,3,14.0,1,787.0,7702.0,1589.0,753
892,28054,22515,1,0,0,,0,753.0,1227.0,816.0,731
893,178037,127810,0,1,4,14.0,1,1859.0,3286.0,66074.0,765
894,59879,47145,1,8,2,14.0,0,738.0,4688.0,1347.0,765
895,28495,24490,1,2,3,13.0,1,790.0,1917.0,1134.0,793
896,36234,29175,1,7,3,15.0,1,1096.0,2534.0,2156.0,781
897,678501,477490,1,1,1,9.0,1,1790.0,8220.0,9858.0,746
898,21355,17680,1,1,4,15.0,1,784.0,3175.0,2722.0,802
899,42940,33395,1,1,3,13.0,0,767.0,3141.0,1607.0,731
900,2055,4940,1,1,3,13.0,0,764.0,1360.0,364.0,769
901,89736,66200,0,1,2,12.0,1,796.0,4902.0,2972.0,774
902,70597,52130,1,0,1,11.0,1,766.0,2009.0,1366.0,746
903,59930,44540,1,2,3,13.0,1,757.0,1297.0,1891.0,735
904,27690,22650,1,1,1,11.0,0,786.0,1021.0,668.0,737
905,2340083,1639575,0,1,2,12.0,0,1733.0,32067.0,31263.0,731
906,34052,30835,1,1,2,10.0,0,746.0,1244.0,1073.0,743
907,89534,65855,1,5,2,14.0,0,767.0,2119.0,3403.0,754
908,1786306,1250585,1,0,2,13.0,1,1747.0,23398.0,23516.0,715
909,123564,87075,1,1,1,11.0,1,821.0,3481.0,1891.0,792
910,718200,504830,1,6,0,,1,1811.0,9764.0,9690.0,790
911,1723822,1208565,0,2,3,12.0,1,1818.0,22489.0,22872.0,743
912,274566,194780,1,5,2,8.0,0,1786.0,4352.0,3487.0,760
913,1993161,1396890,0,0,3,16.0,1,1721.0,26247.0,26387.0,775
914,49706,37115,1,1,1,7.0,1,784.0,1539.0,1242.0,719
915,76,3305,1,2,1,12.0,0,788.0,1447.0,3546.0,714
916,63119,45750,0,2,4,13.0,1,816.0,3066.0,1204.0,791
917,626480,440190,1,7,1,12.0,1,1756.0,8766.0,8673.0,780
918,279414,208485,1,3,3,8.0,1,2332.0,6764.0,7646.0,731
919,1072823,752695,1,4,4,11.0,1,2286.0,16928.0,15651.0,739
920,8372891,2020022,1,2,2,14.0,0,1804.0,384.0,35246.0,759
921,216570,154600,1,1,2,12.0,1,1829.0,871.0,3306.0,699
922,101671,74505,1,1,3,13.0,1,781.0,2065.0,2297.0,783
923,247128,175955,1,6,3,12.0,1,2550.0,12525.0,4422.0,759
924,28473,18065,1,1,3,13.0,1,770.0,1147.0,1891.0,758
925,36099,28365,1,2,3,12.0,1,795.0,1167.0,1643.0,755
926,25775,22235,1,1,2,10.0,0,767.0,1710.0,1883.0,773
927,421787,297795,1,1,1,9.0,1,1825.0,6032.0,6114.0,737
928,929886,653490,1,0,3,10.0,1,1799.0,12608.0,12326.0,730
929,396225,279670,1,2,2,14.0,1,1806.0,6403.0,6707.0,738
930,19734,17750,1,2,3,9.0,0,814.0,801.0,919.0,728
931,189589,135975,1,2,2,15.0,1,1767.0,4206.0,3198.0,723
932,424231,299725,0,1,1,8.0,1,1680.0,5919.0,5261.0,731
933,189451,135390,0,1,4,11.0,0,1747.0,11717.0,2849.0,769
934,14501,12975,1,1,4,11.0,1,793.0,1640.0,1164.0,759
935,493355,348470,0,4,0,,1,1726.0,5219.0,6990.0,772
936,1818042,1274300,1,3,2,12.0,1,1721.0,22721.0,24334.0,680
937,352815,249695,0,1,3,12.0,1,1774.0,5877.0,5292.0,771
938,339810,240545,1,2,2,13.0,0,1907.0,4555.0,4933.0,778
939,219493,155910,1,4,1,12.0,1,1767.0,11700.0,4095.0,759
940,365074,257030,1,3,3,10.0,1,2424.0,6182.0,6082.0,720
941,84044,61065,0,0,3,10.0,0,782.0,1215.0,1834.0,762
942,163020,117105,0,2,1,14.0,0,789.0,2878.0,2934.0,726
943,862477,605990,1,2,3,13.0,1,1930.0,11291.0,12155.0,787
944,104814,78250,1,18,2,9.0,1,777.0,2321.0,4978.0,729
945,6850431,4797485,1,1,2,12.0,1,1802.0,31672.0,29115.0,766
946,960012,3473666,1,4,4,12.0,1,2077.0,1044.0,609.0,735
947,717333,504495,1,2,3,12.0,0,1829.0,10599.0,8822.0,804
948,539146,380375,0,1,3,17.0,0,1887.0,9841.0,7246.0,771
949,647690,454915,0,2,1,15.0,1,1843.0,9147.0,8930.0,719
950,185401,132500,1,1,4,13.0,1,1793.0,2031.0,2951.0,717
951,2381663,1667385,0,1,2,12.0,0,1939.0,30723.0,31550.0,772
952,130826,94550,0,0,2,12.0,0,771.0,2545.0,3470.0,734
953,167099,120595,1,2,5,9.0,1,809.0,17871.0,25093.0,710
954,418996,297200,0,0,1,16.0,1,1731.0,8160.0,6229.0,780
955,396936,281345,1,1,2,10.0,1,1912.0,48395.0,5453.0,763
956,13878,13140,0,1,1,9.0,0,764.0,1314.0,938.0,781
957,690044,2497069,0,1,2,10.0,1,1756.0,476.0,435.0,765
958,20384,16845,1,5,3,13.0,1,1123.0,4328.0,1977.0,739
959,134968,97695,0,9,3,12.0,1,773.0,4388.0,5401.0,789
960,142864,102620,0,1,1,13.0,1,818.0,513.0,4368.0,712
961,80286,57745,1,2,2,12.0,0,796.0,2156.0,1959.0,784
962,156659,112610,1,0,1,12.0,1,794.0,4010.0,4481.0,732
963,1570581,1101155,1,1,3,12.0,1,1763.0,19723.0,20692.0,768
964,1769926,1241185,0,1,3,12.0,1,1829.0,22787.0,23829.0,753
965,323120,229050,1,1,1,13.0,1,1907.0,5103.0,5580.0,756
966,199415,142300,0,4,1,12.0,0,1790.0,4724.0,3977.0,790
967,321361,227465,1,0,0,,0,1861.0,2922.0,5727.0,754
968,948084,668255,1,3,1,18.0,1,1907.0,13391.0,12945.0,740
969,33753,25570,1,7,1,16.0,1,804.0,476.0,1146.0,775
970,53746,40340,1,7,3,11.0,1,816.0,3921.0,2841.0,745
971,7201079,5038720,0,1,3,12.0,0,1797.0,32996.0,30163.0,767
972,674,3735,1,2,2,12.0,1,783.0,825.0,1891.0,815
973,1354763,950405,1,2,0,,1,1712.0,17695.0,12470.0,745
974,26990,21160,1,1,1,9.0,1,754.0,1215.0,1048.0,767
975,126965,91670,1,0,2,10.0,0,771.0,3186.0,3519.0,723
976,172031,124475,1,3,3,15.0,1,2043.0,6433.0,3371.0,726
977,730964,514360,0,1,3,10.0,1,1832.0,11165.0,9204.0,768
978,87602,64575,1,1,3,12.0,1,800.0,2036.0,2317.0,758
979,117196,85075,0,2,3,14.0,1,754.0,3280.0,54.0,816
980,322996,226745,1,0,2,14.0,1,1786.0,5427.0,4455.0,743
981,882295,620005,1,1,3,10.0,1,1907.0,16261.0,11985.0,774
982,24092,19620,1,7,3,10.0,1,869.0,1974.0,2303.0,805
983,1876,4060,0,1,3,9.0,0,806.0,894.0,787.0,697
984,107957,77765,1,1,3,12.0,0,790.0,2389.0,2677.0,750
985,1612227,1124485,1,3,5,12.0,0,2470.0,27754.0,21256.0,785
986,271878,192285,1,3,2,12.0,1,1816.0,3278.0,2252.0,749
987,1242200,878765,0,2,2,11.0,1,1861.0,17093.0,17834.0,722
988,5016778,3511940,1,0,3,13.0,1,1767.0,23251.0,66184.0,736
989,87367,63860,0,1,3,13.0,0,836.0,131.0,2916.0,710
990,318587,225880,1,1,3,12.0,0,1834.0,7990.0,4195.0,750
991,48209,38190,1,1,3,12.0,1,795.0,2123.0,1691.0,749
992,9382077,2263414,1,1,4,13.0,0,1836.0,430.0,39495.0,725
993,426813,312270,1,1,3,12.0,1,1809.0,35960.0,5153.0,748
994,1990942,1395715,1,2,2,12.0,0,1838.0,26134.0,4475.0,774
995,96745,69945,0,1,1,9.0,0,762.0,3151.0,2211.0,750
996,31986,27345,1,6,2,13.0,0,782.0,2762.0,1697.0,762
997,765055,534635,1,1,2,9.0,1,1836.0,10726.0,10615.0,748
998,12475,11350,0,4,1,13.0,0,755.0,1557.0,1891.0,786
999,22903,18870,0,1,3,11.0,1,806.0,1852.0,1214.0,775
1000,260806,185615,1,13,2,12.0,1,1747.0,3121.0,3172.0,768
1001,2027006,568416,1,21,3,13.0,1,2288.0,1392.0,1276.0,727
1002,151989,107095,1,4,3,14.0,1,785.0,4380.0,5332.0,776
1003,266307,191035,0,3,4,14.0,1,1868.0,7270.0,5166.0,754
1004,1154028,809700,1,5,2,12.0,1,1930.0,15580.0,15942.0,751
1005,140102,101785,1,1,1,9.0,1,758.0,3320.0,2666.0,714
1006,886751,623345,1,1,2,16.0,1,1781.0,11814.0,12214.0,773
1007,15112,14125,0,1,2,12.0,0,793.0,869.0,1059.0,733
1008,9244,9400,1,0,2,16.0,0,771.0,1155.0,1329.0,778
1009,2307341,1612290,1,2,1,12.0,0,1698.0,31246.0,30915.0,752
1010,1267781,4573950,1,5,1,13.0,1,1836.0,865.0,793.0,780
1011,6584,7955,1,2,2,9.0,0,730.0,1362.0,1250.0,735
1012,1773,5490,1,1,2,13.0,1,814.0,1215.0,1872.0,781
1013,346384,244670,1,2,3,10.0,1,1809.0,4536.0,5286.0,744
1014,696376,489865,1,2,3,8.0,1,1744.0,9833.0,9685.0,754
1015,1324698,928485,1,9,2,14.0,1,1864.0,18108.0,18362.0,747
1016,526858,371025,0,1,2,12.0,1,1735.0,10944.0,7163.0,733
1017,648275,456115,1,3,4,16.0,1,2247.0,10966.0,10178.0,741
1018,89816,61510,1,2,2,12.0,0,761.0,1647.0,2124.0,740
1019,635595,445350,0,1,3,11.0,1,1781.0,8539.0,8867.0,774
1020,194952,139485,1,1,1,12.0,0,1871.0,3985.0,2825.0,752
1021,73478,54960,1,6,3,12.0,0,1115.0,4275.0,3581.0,737
1022,439993,311540,1,2,2,13.0,0,1850.0,7011.0,5952.0,773
1023,116042,84600,1,4,2,10.0,0,760.0,1439.0,1891.0,744
1024,412647,291705,1,6,1,11.0,1,1806.0,7752.0,5469.0,753
1025,1194122,838560,1,4,3,12.0,1,2669.0,19016.0,17091.0,783
1026,72981,54060,1,6,2,15.0,1,763.0,1855.0,3507.0,746
1027,294841,208955,1,1,4,12.0,0,1744.0,4269.0,7062.0,717
1028,963606,3487740,0,5,2,11.0,1,1737.0,660.0,606.0,797
1029,177374,126455,1,4,3,15.0,1,2382.0,5956.0,4021.0,770
1030,23628,22580,1,5,3,14.0,1,1011.0,3367.0,2353.0,759
1031,1672338,468990,1,4,3,14.0,0,1859.0,1145.0,1060.0,810
1032,1087578,763450,0,0,1,13.0,1,1873.0,14735.0,15573.0,766
1033,21020,17760,1,4,2,14.0,0,757.0,75.0,968.0,775
1034,20823,17790,1,1,2,15.0,0,725.0,1458.0,2317.0,760
1035,4181762,2927010,1,1,2,15.0,1,1735.0,19276.0,55660.0,721
1036,126687,91885,0,1,3,13.0,1,798.0,1680.0,3552.0,769
1037,65135,48060,1,2,3,13.0,0,796.0,5833.0,712.0,756
1038,445278,314400,1,0,4,8.0,1,1850.0,6022.0,6224.0,780
1039,4871880,3409745,1,3,3,14.0,1,2454.0,23471.0,65630.0,732
1040,632647,442840,1,1,1,10.0,1,1744.0,9572.0,8556.0,792
1041,43649,32830,1,12,2,12.0,0,808.0,2853.0,3218.0,716
1042,2222546,1558175,1,4,2,15.0,1,1726.0,28532.0,29431.0,717
1043,393337,278245,1,2,3,10.0,1,1797.0,5574.0,5718.0,752
1044,49284,37760,1,5,1,13.0,1,759.0,774.0,927.0,726
1045,1018607,715290,0,5,2,13.0,1,1742.0,15381.0,13381.0,736
1046,51025,38445,0,1,3,9.0,1,801.0,1844.0,2663.0,728
1047,851844,595950,1,1,1,12.0,1,1786.0,16099.0,11873.0,757
1048,80679,59145,1,4,1,14.0,1,794.0,2318.0,1693.0,729
1049,68663,50915,1,2,0,,0,820.0,930.0,2924.0,736
1050,109303,79460,1,0,2,13.0,0,812.0,2439.0,2897.0,782
1051,340664,241550,1,1,3,12.0,1,1639.0,4918.0,4925.0,744
1052,41840,32530,1,1,1,13.0,0,752.0,19390.0,1719.0,742
1053,1306377,4726279,1,13,2,11.0,0,1802.0,889.0,822.0,755
1054,61593,45740,0,2,2,13.0,1,759.0,3475.0,2690.0,771
1055,3548,5255,0,2,3,10.0,1,792.0,1215.0,2674.0,690
1056,16204,14295,1,2,3,13.0,0,792.0,1215.0,1530.0,751
1057,41406,32650,1,3,0,,0,808.0,1933.0,1113.0,735
1058,23202,19385,1,1,0,,1,808.0,1215.0,1157.0,750
1059,506177,356585,1,1,1,12.0,1,1777.0,48395.0,7736.0,771
1060,451037,317750,0,5,3,14.0,1,1832.0,8687.0,6825.0,770
1061,7308,6810,0,2,2,15.0,1,813.0,1628.0,1150.0,799
1062,1484570,1042625,1,1,2,13.0,1,1666.0,19037.0,19841.0,742
1063,1085618,762000,0,1,3,9.0,1,1898.0,16682.0,14570.0,745
1064,42081,32355,0,1,2,13.0,0,785.0,3267.0,2048.0,741
1065,33828,26735,1,1,2,11.0,0,776.0,2325.0,691.0,731
1066,2257190,1581440,0,1,3,13.0,1,1868.0,29696.0,29741.0,792
1067,202654,143935,0,2,3,16.0,0,1820.0,1050.0,2829.0,747
1068,132484,93365,1,2,4,11.0,0,806.0,3663.0,2021.0,765
1069,204686,148830,1,2,3,8.0,1,1790.0,2477.0,3212.0,764
1070,2743046,1919500,1,3,3,12.0,1,1974.0,38466.0,37327.0,793
1071,841900,594660,0,2,3,12.0,1,1632.0,13386.0,11784.0,769
1072,47023,36260,1,11,1,12.0,1,785.0,1244.0,5182.0,771
1073,52556,41140,1,4,3,12.0,1,1106.0,3984.0,2470.0,725
1074,166375,110245,0,1,2,14.0,1,739.0,3150.0,3235.0,773
1075,57738,42160,0,1,3,16.0,0,767.0,1020.0,1891.0,776
1076,2311,3975,1,2,2,13.0,1,819.0,2026.0,704.0,754
1077,14984,14110,1,3,3,12.0,1,1055.0,3021.0,2243.0,726
1078,178323,129140,0,1,5,10.0,1,1721.0,3895.0,2948.0,732
1079,27817,22990,0,5,0,,1,782.0,575.0,1591.0,806
1080,18391,12495,1,1,3,14.0,1,788.0,286.0,1002.0,767
1081,52372,39665,1,4,1,10.0,0,767.0,1215.0,963.0,747
1082,23559,18935,1,2,2,13.0,1,818.0,2222.0,1035.0,783
1083,1928282,1358250,1,11,1,8.0,0,1744.0,25508.0,26293.0,758
1084,998,3780,0,1,2,13.0,1,766.0,655.0,2259.0,779
1085,464350,326215,1,10,1,12.0,0,1682.0,7017.0,6339.0,805
1086,5270304,3688085,1,3,4,10.0,1,1898.0,25038.0,70565.0,755
1087,671694,2430602,1,3,4,11.0,1,2571.0,470.0,427.0,741
1088,725101,509430,1,3,3,10.0,1,2148.0,12242.0,10502.0,736
1089,49772,37945,0,1,3,9.0,0,757.0,1989.0,1655.0,759
1090,373509,263180,1,3,2,14.0,1,1747.0,36719.0,5578.0,747
1091,16193,15555,1,2,1,12.0,0,779.0,4303.0,1042.0,730
1092,23832,19975,0,7,2,13.0,1,788.0,1526.0,1891.0,787
1093,497545,351020,1,2,3,14.0,1,1724.0,6610.0,6800.0,791
1094,7299943,5107670,1,1,2,13.0,1,1795.0,33815.0,30829.0,725
1095,76545,57330,0,7,2,12.0,0,778.0,3887.0,1941.0,741
1096,37048,28595,1,3,2,11.0,1,856.0,2280.0,1401.0,759
1097,29043,24205,0,1,4,17.0,1,768.0,949.0,1101.0,784
1098,7960768,1920447,1,1,2,15.0,1,1763.0,371.0,33481.0,755
1099,206624,147770,1,2,2,10.0,1,1877.0,3627.0,3382.0,751
1100,285669,200710,1,1,4,13.0,0,1811.0,3758.0,4372.0,770
1101,89158,64645,0,1,4,14.0,1,834.0,3226.0,2559.0,734
1102,428101,301460,0,2,2,12.0,1,1797.0,14842.0,7528.0,775
1103,414150,290165,1,5,4,15.0,1,1850.0,8565.0,6267.0,771
1104,838507,588765,0,6,4,13.0,0,2105.0,14323.0,12327.0,771
1105,29333,22550,0,3,3,15.0,1,979.0,3896.0,1891.0,755
1106,443620,313460,1,11,3,9.0,1,2252.0,9354.0,7604.0,756
1107,80049,65660,1,1,2,13.0,1,847.0,2081.0,2484.0,765
1108,910304,638060,1,2,2,9.0,1,1692.0,11516.0,12597.0,800
1109,118383,84380,1,3,3,9.0,1,1088.0,3805.0,4028.0,771
1110,2045641,1432850,0,1,2,10.0,0,1788.0,28035.0,27126.0,749
1111,197640,141205,0,1,2,13.0,1,1914.0,828.0,3355.0,717
1112,86369,63385,1,2,1,13.0,1,777.0,1849.0,2157.0,722
1113,1774587,1244245,1,1,3,10.0,1,1818.0,22393.0,24131.0,750
1114,12894,11635,1,2,1,11.0,0,776.0,1436.0,1386.0,747
1115,392396,277715,1,0,0,,1,1965.0,5497.0,7340.0,764
1116,580640,408110,1,10,1,9.0,1,1737.0,9475.0,8089.0,757
1117,695740,487930,1,0,4,9.0,1,1884.0,9692.0,10166.0,754
1118,6697406,4685875,1,3,1,10.0,0,1827.0,31299.0,29070.0,774
1119,10117,10120,1,4,3,15.0,1,898.0,10792.0,2445.0,757
1120,5205973,3642705,1,1,1,10.0,1,1740.0,23922.0,68897.0,766
1121,1823441,1278440,1,2,5,15.0,1,1783.0,23746.0,24922.0,746
1122,24618,20285,1,2,2,10.0,0,812.0,1215.0,327.0,741
1123,480055,338765,1,4,2,12.0,1,1710.0,7387.0,6698.0,742
1124,144662,103790,1,8,0,,0,821.0,4132.0,3845.0,768
1125,414145,291820,1,2,5,14.0,1,1809.0,6042.0,4951.0,751
1126,970603,682125,1,0,2,11.0,1,1843.0,12880.0,13392.0,745
1127,18856,16225,1,2,0,,0,760.0,1215.0,2272.0,762
1128,17935,20295,1,2,1,11.0,0,730.0,1339.0,1846.0,763
1129,6737303,4714840,0,6,0,,1,1834.0,30767.0,26923.0,731
1130,426280,301240,1,1,3,13.0,0,1848.0,5793.0,6260.0,712
1131,170998,122640,1,2,2,12.0,1,1717.0,2202.0,3122.0,750
1132,15660,13640,0,1,3,11.0,0,824.0,843.0,1093.0,759
1133,6942,8555,0,9,2,12.0,1,771.0,1215.0,1206.0,689
1134,64845,47465,1,2,1,13.0,1,836.0,156.0,2466.0,781
1135,261980,185820,1,1,1,13.0,1,1836.0,2049.0,5049.0,712
1136,3929706,2751085,1,3,3,12.0,1,1905.0,18636.0,49863.0,803
1137,682344,480115,1,1,5,12.0,0,1664.0,8267.0,9608.0,759
1138,52261,39650,1,3,2,13.0,0,765.0,4850.0,836.0,672
1139,87368,64335,0,1,1,12.0,0,789.0,2500.0,1882.0,784
1140,469048,330775,0,2,3,11.0,1,1694.0,9654.0,6901.0,736
1141,1720285,1205555,1,1,2,16.0,1,1786.0,22102.0,26213.0,760
1142,385482,314655,1,1,1,14.0,1,1818.0,6563.0,6119.0,774
1143,1988,4700,1,12,3,11.0,1,800.0,3045.0,2017.0,725
1144,82298,60355,1,1,3,10.0,0,756.0,2031.0,2241.0,752
1145,3598236,2519735,1,1,2,14.0,1,1804.0,19934.0,47609.0,729
1146,294225,208560,0,1,3,10.0,1,1882.0,4274.0,4877.0,709
1147,59494,44380,1,1,2,13.0,1,785.0,1601.0,2240.0,767
1148,67624,52900,1,3,1,12.0,1,785.0,1215.0,2236.0,817
1149,98430,71955,1,5,1,9.0,0,805.0,3524.0,1923.0,800
1150,39335,30385,1,0,3,14.0,0,805.0,3353.0,1813.0,724
1151,80019,58740,1,6,1,13.0,1,772.0,2497.0,2725.0,732
1152,354587,251590,1,0,3,15.0,1,1719.0,5126.0,4287.0,728
1153,28157,20035,1,6,2,13.0,0,789.0,465.0,1699.0,769
1154,112273,81305,1,1,1,12.0,0,792.0,354.0,2879.0,743
1155,33428,26055,0,0,1,11.0,0,719.0,1692.0,1223.0,744
1156,22760,18675,1,7,2,10.0,0,802.0,1312.0,1151.0,758
1157,623681,439095,0,2,2,10.0,1,1742.0,8901.0,9438.0,731
1158,31733,21180,0,1,3,10.0,1,810.0,1629.0,1248.0,764
1159,62857,46600,0,2,3,11.0,0,808.0,1431.0,2244.0,783
1160,30495,24310,0,2,5,10.0,0,757.0,4728.0,4458.0,756
1161,382472,270630,1,2,2,7.0,1,1825.0,4625.0,6194.0,778
1162,577331,407705,0,1,3,14.0,0,1708.0,8792.0,8470.0,690
1163,791661,555225,0,2,4,14.0,0,1770.0,9376.0,11180.0,791
1164,49422,36525,0,3,2,9.0,0,761.0,757.0,2383.0,701
1165,6887,7760,1,0,2,13.0,0,774.0,1688.0,1891.0,774
1166,896858,632135,1,3,2,9.0,1,1832.0,11551.0,12812.0,752
1167,64509,47825,0,1,3,13.0,1,762.0,2523.0,2474.0,764
1168,1199661,842180,1,1,2,14.0,1,1742.0,16679.0,15493.0,753
1169,57077,43145,0,2,3,9.0,1,794.0,2119.0,994.0,749
1170,15008,12730,1,2,4,11.0,0,764.0,1215.0,58.0,797
1171,927524,3356233,0,1,3,9.0,1,1880.0,637.0,584.0,687
1172,331582,235025,1,0,1,16.0,1,1832.0,5594.0,3397.0,761
1173,35983,46610,1,3,2,12.0,0,786.0,1315.0,2080.0,795
1174,188721,134970,1,5,1,13.0,1,1744.0,2792.0,2693.0,738
1175,24806,20245,1,1,3,12.0,1,774.0,654.0,1176.0,748
1176,1044,4270,1,10,1,13.0,1,778.0,912.0,886.0,744
1177,171465,122410,0,2,2,13.0,0,811.0,2147.0,20206.0,704
1178,31895,25430,0,1,3,16.0,1,772.0,2893.0,943.0,741
1179,1207052,847255,1,1,0,,0,1809.0,16284.0,16245.0,720
1180,3304,6325,1,4,4,13.0,0,882.0,4110.0,5774.0,701
1181,48846,35185,1,0,3,12.0,0,828.0,25936.0,1563.0,745
1182,310450,221435,1,2,2,12.0,1,1774.0,5938.0,5029.0,746
1183,35854,28085,1,0,2,14.0,1,766.0,3339.0,911.0,785
1184,11962,12000,1,0,1,13.0,0,828.0,829.0,1822.0,722
1185,684527,481120,1,4,2,13.0,0,1861.0,9179.0,9453.0,787
1186,808333,569750,1,1,2,13.0,1,1820.0,10737.0,11118.0,719
1187,45090,34965,1,0,4,9.0,1,756.0,1215.0,2053.0,771
